id,title,content,url,source,author,category,published_at,prediction,score,collected_at
198,"Georg Baselitz, artist renowned for his upside-down paintings, dies",He was thrown out of art school at the age of 18 because of his love for Picasso. The German artist who never lost his rebellious streak has died at the age of 88.,https://www.dw.com/en/georg-baselitz-artist-renowned-for-his-upside-down-paintings-dies/a-77037122?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-05-16T09:45:43.948771,,,2026-05-16T09:45:43.948771
199,Angine de Poitrine: A masked rock band conquers the internet,"From underground experiment to sold-out international concerts within days  as the French-Canadian band Angine de Poitrine starts touring the world, we take a look at the viral phenomenon.",https://www.dw.com/en/angine-de-poitrine-a-masked-rock-band-conquers-the-internet/a-77030522?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-05-16T09:45:43.948771,,,2026-05-16T09:45:43.948771
200,Women's Champions League: Bayern fall to Barcelona in semis,Bayern Munich have come up short in their bid to win the Women's Champions League for the first time after losing to Barcelona in the semifinals.,https://www.dw.com/en/women-s-champions-league-bayern-fall-to-barcelona-in-semis/a-77030846?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Sports,2026-05-16T09:45:43.948771,,,2026-05-16T09:45:43.948771
201,Millions sway as free Shakira concert lights up Copacabana,"The Colombian superstar delivers one of the biggest shows of her career, as fans flock from Brazil and beyond for her ""Women No Longer Cry"" world tour.",https://www.dw.com/en/millions-sway-as-free-shakira-concert-lights-up-copacabana/a-77022547?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.950105,,,2026-05-16T09:45:43.950105
202,"Alex Zanardi, F1 driver and multiple CART and Paralympic champion, dies at 59","Italian race driver turned Paralympian Alex Zanardi has died aged 59. The former Formula 1 driver and two-time CART champion lost his legs in a horrific crash at the peak of his powers, but his drive to compete endured.",https://www.dw.com/en/alex-zanardi-f1-driver-and-multiple-cart-and-paralympic-champion-dies-at-59/a-77018399?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.950105,,,2026-05-16T09:45:43.950105
203,Gender investment gap: Are women catching up with men?,Online brokers are tapping into the potential of female investors. Tailor-made products and branding campaigns are on the rise. Will this help bridge the gap between women and men when it comes to investing?,https://www.dw.com/en/gender-investment-gap-are-women-catching-up-with-men/a-76862702?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-05-16T09:45:43.950105,,,2026-05-16T09:45:43.950105
204,Iran's Vafaei playing for more than snooker glory,"After years lost to visa battles, Hossein Vafaei is finally delivering on his early promise as a snooker prodigy. He's hoping to inspire people back home amid the turmoil in Iran.",https://www.dw.com/en/iran-s-vafaei-playing-for-more-than-snooker-glory/a-76998832?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Sports,2026-05-16T09:45:43.951362,,,2026-05-16T09:45:43.951362
205,Study busts myth: German 'spring fatigue' doesn't exist,"Do we really feel more tired in spring? Researchers in Switzerland say, ""there's no such thing as spring fatigue."" But it is a deep cultural phenomenon in German-speaking countries.",https://www.dw.com/en/study-busts-myth-german-spring-fatigue-doesn-t-exist/a-76985131?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Science,2026-05-16T09:45:43.951362,,,2026-05-16T09:45:43.951362
206,How widespread is global fatigue with the US?,"The global image of the US has taken a blow, as many people are increasingly fed up with the constant stream of controversies surrounding the Trump administration.",https://www.dw.com/en/how-widespread-is-global-fatigue-with-the-us/a-76869943?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-05-16T09:45:43.951362,,,2026-05-16T09:45:43.951362
207,"A new climate club, minus the fossil fuel lobby","Frustrated by blocking coalitions, 50-plus nations at the inaugural talks on exiting fossil fuels made one thing clear: it's all about how  not whether  to phase out coal, oil and gas.",https://www.dw.com/en/a-new-climate-club-minus-the-fossil-fuel-lobby/a-76992981?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Environment,2026-05-16T09:45:43.951362,,,2026-05-16T09:45:43.951362
208,Will EU bring in a windfall tax on oil companies?,"Five countries, including Germany, want the EU to bring in a so-called windfall tax to target energy companies benefiting from the price crisis. It can be done, but it's complex.",https://www.dw.com/en/will-eu-bring-in-a-windfall-tax-on-oil-companies/a-76920556?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-05-16T09:45:43.951362,,,2026-05-16T09:45:43.951362
209,Why UAE's OPEC exit is a blow to Saudi Arabia,The United Arab Emirates is leaving OPEC to pump more oil on its own terms. The break strips Saudi Arabia of a key partner and adds to growing uncertainty over the cartel's future.,https://www.dw.com/en/why-uae-s-opec-exit-is-a-blow-to-saudi-arabia/a-76975354?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-05-16T09:45:43.951362,,,2026-05-16T09:45:43.951362
210,Football: Afghan women's team recognized in blow to Taliban,"Banned from playing football and sent into exile, Afghanistan's women's team has had to fight to regain international status. That newly awarded recognition is a ""hard slap to the face"" of the Taliban, a player told DW.",https://www.dw.com/en/football-afghan-women-s-team-recognized-in-blow-to-taliban/a-76979827?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Sports,2026-05-16T09:45:43.951362,,,2026-05-16T09:45:43.951362
211,2026 Goethe Medal: Meet the recipients,"Though they work in different fields and countries, what unites them is their focus on a Europe in transition: Arvo Part, Anita Raja and Prodromos Tsinikoris have been awarded the 2026 Goethe Medal.",https://www.dw.com/en/2026-goethe-medal-meet-the-recipients/a-76982863?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-05-16T09:45:43.951362,,,2026-05-16T09:45:43.951362
212,'Rose' and the piece of fabric that embodies gender politics,"As the film starring Sandra Huller is released in Germany, DW talked to director Markus Schleinzer about why women passing as men inspired his historical drama, and why it's a current topic.",https://www.dw.com/en/rose-and-the-piece-of-fabric-that-embodies-gender-politics/a-76926727?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-05-16T09:45:43.951362,,,2026-05-16T09:45:43.951362
213,Extreme weather and green energy on the rise in Europe,Europe's climate extremes have hit new highs  but renewables are now supplying nearly half of the continent's electricity.,https://www.dw.com/en/extreme-weather-and-green-energy-on-the-rise-in-europe/a-76962870?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-05-16T09:45:43.951362,,,2026-05-16T09:45:43.951362
214,Germany's entrepreneurs betting on post-Maduro Venezuela,"Venezuela's economy is opening sectors to foreign firms, and that could pay off for the few German companies that have stuck it out through years of decline.",https://www.dw.com/en/germany-s-entrepreneurs-betting-on-post-maduro-venezuela/a-76968518?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-05-16T09:45:43.951362,,,2026-05-16T09:45:43.951362
215,What Renault's new EV reveals about the global auto industry,"French carmaker Renault no longer sells its brand in the Chinese market, but it's not afraid to design and develop them there. It's just one more sign of big shifts in the global auto industry.",https://www.dw.com/en/what-renault-s-new-ev-reveals-about-the-global-auto-industry/a-76823988?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-05-16T09:45:43.951362,,,2026-05-16T09:45:43.951362
216,"Bundesliga games abroad unlikely, but for how long?","New proposals from FIFA will allow domestic leagues to host one game abroad a season. As a result, Europe's football leagues could face a big change sooner rather than later.",https://www.dw.com/en/bundesliga-games-abroad-unlikely-but-for-how-long/a-76954022?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Sports,2026-05-16T09:45:43.951362,,,2026-05-16T09:45:43.951362
217,'Marine unicorns' aren't loving Arctic noise,Narwhals are fleeing Canada's far north. Researchers suspect a link to noise pollution from increasing ship traffic.,https://www.dw.com/en/marine-unicorns-aren-t-loving-arctic-noise/a-76704611?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Environment,2026-05-16T09:45:43.951362,,,2026-05-16T09:45:43.951362
218,Will the Iran war end Strait of Hormuz oil supremacy?,"The conflict has brutally exposed the energy market's Achilles' heel. While global powers China, India and the EU push renewables, Gulf leaders are advancing plans for new bypass pipelines to safeguard their oil empires.",https://www.dw.com/en/will-the-iran-war-end-strait-of-hormuz-oil-supremacy/a-76893004?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-05-16T09:45:43.951362,,,2026-05-16T09:45:43.951362
219,Sawe smashes 2-hour mark setting record at London Marathon,Kenya's Sabastian Sawe has made history in London as the first man to run a marathon in under two hours. He beat the world record by more than a minute.,https://www.dw.com/en/sawe-smashes-2-hour-mark-setting-record-at-london-marathon/a-76943171?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.951362,,,2026-05-16T09:45:43.951362
220,Queer as folk: The gay scandal that shook the German Empire,"Germany's last emperor, a gilded porcelain vase and a general who had a heart attack in a pink tutu: The Eulenburg Affair shook the German Empire and Europe to its core and paved the way for the downfall of the monarchy.",https://www.dw.com/en/queer-as-folk-the-gay-scandal-that-shook-the-german-empire/a-76940939?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-05-16T09:45:43.951362,,,2026-05-16T09:45:43.951362
221,The silent power of memes,"They are funny, provocative and sometimes tasteless. But memes are also powerful political tool, shaping our perception  usually without us noticing.",https://www.dw.com/en/the-silent-power-of-memes/a-76927503?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-05-16T09:45:43.951362,,,2026-05-16T09:45:43.951362
222,"States gather in a new push to ditch coal, oil and gas","At an unprecedented meeting in Colombia, delegates from more than 50 countries want to chart a practical path to wean the world off fossil fuels. Can they succeed where the UN climate talks have failed?",https://www.dw.com/en/states-gather-in-a-new-push-to-ditch-coal-oil-and-gas/a-76891719?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Environment,2026-05-16T09:45:43.951362,,,2026-05-16T09:45:43.951362
223,"Meta, Microsoft purge jobs amid AI build-up","Facebook's parent company said it would slash 10% of its workforce, while Microsoft is offering an early retirement scheme. The cuts come as both tech giants make massive investments in AI.",https://www.dw.com/en/meta-microsoft-purge-jobs-amid-ai-build-up/a-76918848?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-05-16T09:45:43.951362,,,2026-05-16T09:45:43.951362
224,The country that's turning to solar during war,Nuclear disaster is not just an abstract concept in Ukraine. It is both history and an ongoing threat that is pushing communities to turn to the sun for energy.,https://www.dw.com/en/the-country-that-s-turning-to-solar-during-war/a-76907346?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Climate,2026-05-16T09:45:43.951362,,,2026-05-16T09:45:43.951362
225,A book lover's dream holiday in Scotland,"As UNESCO celebrates World Book Day on April 23, we visit a Scottish coastal town that was saved by books.",https://www.dw.com/en/a-book-lover-s-dream-holiday-in-scotland/a-76884546?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-05-16T09:45:43.951362,,,2026-05-16T09:45:43.951362
226,Bayern Munich on the brink of historic 'double treble',"With Bundesliga titles in the bag and cup finals to come, Bayern's men and women have a chance to achieve something unique in Europe. The two teams dominate in Germany and appear united in their Champions League aims.",https://www.dw.com/en/bayern-munich-on-the-brink-of-historic-double-treble/a-76894410?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Sports,2026-05-16T09:45:43.951362,,,2026-05-16T09:45:43.951362
227,Russia to block Kazakh oil flows to Germany via key pipeline,Germany has confirmed that Russia will block flows of Kazakh oil to a vital refinery that supplies much of Berlin's energy needs from May 1.,https://www.dw.com/en/russia-to-block-kazakh-oil-flows-to-germany-via-key-pipeline/a-76895743?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-05-16T09:45:43.951362,,,2026-05-16T09:45:43.951362
228,The rise and fall of East Germany's Palace of the Republic,"From 1976 through 1990, the building in East Berlin served as a symbol of the communist state's power. The ""People's Palace"" was controversially destroyed  and yet remains present.",https://www.dw.com/en/the-rise-and-fall-of-east-germany-s-palace-of-the-republic/a-76836834?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-05-16T09:45:43.959518,,,2026-05-16T09:45:43.959518
229,Could Iran war trigger bigger trade crisis than COVID?,"As the Iran war simmers, trade experts ask whether it could reshape supply chains more deeply than COVID-19, forcing companies to rethink strategies to counter further geopolitical shocks.",https://www.dw.com/en/could-iran-war-trigger-bigger-trade-crisis-than-covid/a-76804278?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-05-16T09:45:43.959518,,,2026-05-16T09:45:43.959518
230,Iran war: Jet fuel crisis deepens as Lufthansa cuts flights,"The impact of jet fuel shortages because of the closure of the Strait of Hormuz is starting to burn. Lufthansa has canceled 20,000 flights and experts warn more cancellations and price hikes are on the way.",https://www.dw.com/en/iran-war-jet-fuel-crisis-deepens-as-lufthansa-cuts-flights/a-76889141?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-05-16T09:45:43.959518,,,2026-05-16T09:45:43.959518
